"","tsid","Agg_Level_1","Agg_Level_2","lngth","ADI","CV2","pz","Type","Min","Low25","Mean","Median","Up25","Max"
"1423",1423,"HOUSEHOLD_2_172","X",1913,1.08940774487472,0.411969111978743,0.0820700470465238,"Smooth",0,3,5.68635650810246,5,8,33
"1424",1424,"HOUSEHOLD_2_173","X",1851,1.43155452436195,0.351822368350565,0.301458670988655,"Intermittent",0,0,2.39816315505132,2,4,14
"1425",1425,"HOUSEHOLD_2_174","X",1913,1.51825396825397,0.326114026755459,0.341348667015159,"Intermittent",0,0,1.1871406168322,1,2,7
"1426",1426,"HOUSEHOLD_2_175","X",858,2.21705426356589,0.410862173013922,0.548951048951049,"Intermittent",0,0,0.836829836829837,0,1,8
"1427",1427,"HOUSEHOLD_2_176","X",1913,1.14004767580453,0.183725919254961,0.122843700993204,"Smooth",0,13,18.9665446941976,19,26,59
"1428",1428,"HOUSEHOLD_2_177","X",875,1.2848751835536,0.577088619610222,0.221714285714286,"Erratic",0,1,2.24342857142857,2,3,17
"1429",1429,"HOUSEHOLD_2_178","X",1852,1.37388724035608,0.257692286819452,0.272138228941685,"Intermittent",0,0,3.80777537796976,4,6,17
"1430",1430,"HOUSEHOLD_2_179","X",1913,1.26976744186047,0.452704639952459,0.213277574490329,"Smooth",0,1,1.935703084161,2,3,15
"1431",1431,"HOUSEHOLD_2_180","X",778,1.04569892473118,0.432032599640106,0.0437017994858612,"Smooth",0,2,4.90874035989717,4,7,23
"1432",1432,"HOUSEHOLD_2_182","X",1913,1.29082321187584,0.413198494978672,0.225300575013068,"Smooth",0,1,1.85363303711448,1,3,12
"1433",1433,"HOUSEHOLD_2_183","X",1913,1.01917954182206,0.252867412655043,0.0188186095138526,"Smooth",0,3,4.55253528489284,4,6,18
"1434",1434,"HOUSEHOLD_2_184","X",1913,1.01647183846971,0.287102881968574,0.0162049137480397,"Smooth",0,3,5.40094093047569,5,7,21
"1435",1435,"HOUSEHOLD_2_185","X",1250,1.01543460601137,0.304319976508422,0.0152,"Smooth",0,4,6.9248,6,9,24
"1436",1436,"HOUSEHOLD_2_186","X",477,1.39067055393586,0.360815400593322,0.280922431865828,"Intermittent",0,0,1.84276729559748,1,3,9
"1437",1437,"HOUSEHOLD_2_187","X",1186,1.12310606060606,0.368293672480236,0.109612141652614,"Smooth",0,2,4.34401349072513,4,6,17
"1438",1438,"HOUSEHOLD_2_188","X",924,1.08323563892145,0.338303103906341,0.0768398268398268,"Smooth",0,2,3.45779220779221,3,5,12
"1439",1439,"HOUSEHOLD_2_189","X",1545,1.60770031217482,0.325374021722112,0.377993527508091,"Intermittent",0,0,1.03754045307443,1,2,9
"1440",1440,"HOUSEHOLD_2_190","X",1730,1.21233356692362,0.621233475228108,0.17514450867052,"Erratic",0,1,3.26531791907514,2,5,33
"1441",1441,"HOUSEHOLD_2_191","X",1913,1.02683843263553,0.327360571604361,0.0261369576581286,"Smooth",0,3,4.97804495556717,5,7,20
"1442",1442,"HOUSEHOLD_2_192","X",1661,1.65109343936382,0.476150496000732,0.394340758579169,"Intermittent",0,0,1.03973509933775,1,2,17
"1443",1443,"HOUSEHOLD_2_193","X",1913,1.04879385964912,0.381500877193597,0.0465237846314689,"Smooth",0,3,5.03711447987454,4,7,39
"1444",1444,"HOUSEHOLD_2_194","X",821,1.90046296296296,0.346962540052411,0.473812423873325,"Intermittent",0,0,1.4531059683313,1,3,9
"1445",1445,"HOUSEHOLD_2_195","X",1913,1.18893722809198,0.372627220602772,0.158912702561422,"Smooth",0,1,2.50026136957658,2,4,18
"1446",1446,"HOUSEHOLD_2_196","X",1157,1.00521285838401,0.193384870559524,0.00518582541054451,"Smooth",0,6,9.31028522039758,9,12,24
"1447",1447,"HOUSEHOLD_2_197","X",1913,1.07653348339899,0.204773651353435,0.0710925248301098,"Smooth",0,5,8.27443805541035,8,11,24
"1448",1448,"HOUSEHOLD_2_198","X",1913,1.23339780786589,0.357437503505687,0.189231573444851,"Smooth",0,1,1.91845269210664,2,3,10
"1449",1449,"HOUSEHOLD_2_199","X",1838,1.0082281952825,0.201729737113259,0.00816104461371056,"Smooth",0,6,8.88139281828074,8,11,27
"1450",1450,"HOUSEHOLD_2_200","X",1913,1.18159357628166,0.318625152454643,0.153685311029796,"Smooth",0,2,4.16884474647151,4,6,23
"1451",1451,"HOUSEHOLD_2_201","X",1913,1.00949868073879,0.217517602627833,0.00940930475692629,"Smooth",0,4,6.48980658651333,6,9,18
"1452",1452,"HOUSEHOLD_2_202","X",1913,2.50068587105624,0.25863060665363,0.618923157344485,"Intermittent",0,0,0.585990590695243,0,1,5
"1453",1453,"HOUSEHOLD_2_203","X",1127,1.01076233183857,0.223456091158075,0.0106477373558119,"Smooth",0,6,9.29103815439219,9,12,30
"1454",1454,"HOUSEHOLD_2_204","X",1910,1.66521360069747,0.304928651533284,0.399476439790576,"Intermittent",0,0,1.06753926701571,1,2,6
"1455",1455,"HOUSEHOLD_2_205","X",1398,1.30046511627907,0.347566874552513,0.2310443490701,"Smooth",0,1,1.67024320457797,1,2,9
"1456",1456,"HOUSEHOLD_2_206","X",1913,1.23339780786589,0.362081661324989,0.189231573444851,"Smooth",0,1,1.93047569262938,2,3,10
"1457",1457,"HOUSEHOLD_2_207","X",1913,1.20087884494664,0.362229383398272,0.167276529012023,"Smooth",0,1,2.52064819654992,2,4,13
"1458",1458,"HOUSEHOLD_2_208","X",1831,1.49591503267974,0.360398294645906,0.331512834516658,"Intermittent",0,0,1.4401966138722,1,2,9
"1459",1459,"HOUSEHOLD_2_209","X",1913,1.23260309278351,0.368581362868666,0.188708834291688,"Smooth",0,1,2.33873497124935,2,3,13
"1460",1460,"HOUSEHOLD_2_210","X",1913,2.00109529025192,0.334655836325186,0.522739153162572,"Intermittent",0,0,0.916361735493988,0,2,8
"1461",1461,"HOUSEHOLD_2_211","X",1913,2.18015963511973,0.304433726619653,0.541557762676424,"Intermittent",0,0,0.689492943021432,0,1,6
"1462",1462,"HOUSEHOLD_2_212","X",1913,1.00314630309386,0.24761000460401,0.00313643491897543,"Smooth",0,6,10.1651855723994,10,13,36
"1463",1463,"HOUSEHOLD_2_213","X",927,1.00980392156863,0.218028079556579,0.00970873786407767,"Smooth",0,13,19.0409924487594,18,25,57
"1464",1464,"HOUSEHOLD_2_214","X",1913,1.32662968099861,0.37771924374108,0.246210141139571,"Smooth",0,1,2.01097752221641,2,3,16
"1465",1465,"HOUSEHOLD_2_215","X",1913,1.26772697150431,0.477112294406705,0.211186617877679,"Smooth",0,1,3.2080501829587,3,5,17
"1466",1466,"HOUSEHOLD_2_216","X",511,1.79929577464789,0.33389879834186,0.444227005870841,"Intermittent",0,0,1.59491193737769,1,3,9
"1467",1467,"HOUSEHOLD_2_217","X",1913,1.011634056055,0.297760881587154,0.0115002613695766,"Smooth",0,4,7.56821745948772,7,10,29
"1468",1468,"HOUSEHOLD_2_218","X",1913,1.53370786516854,0.372473923375162,0.348667015159435,"Intermittent",0,0,1.24411918452692,1,2,10
"1469",1469,"HOUSEHOLD_2_219","X",1913,1.14277180406213,0.341720043402242,0.124934657605855,"Smooth",0,3,6.95452169367486,7,10,30
"1470",1470,"HOUSEHOLD_2_220","X",1913,1.42761194029851,0.407143402476089,0.299529534762154,"Intermittent",0,0,2.32880292733926,2,4,14
"1471",1471,"HOUSEHOLD_2_221","X",779,1.13888888888889,0.428410984764417,0.121951219512195,"Smooth",0,2,5.32605905006418,5,7,25
"1472",1472,"HOUSEHOLD_2_222","X",1913,1.19338739862757,0.264198756346174,0.162049137480397,"Smooth",0,4,7.96602195504443,8,12,33
"1473",1473,"HOUSEHOLD_2_223","X",1913,1.2061790668348,0.325004692030432,0.170935703084161,"Smooth",0,1,2.14166231050706,2,3,12
"1474",1474,"HOUSEHOLD_2_224","X",1913,1.38824383164006,0.398461716044793,0.279665446941976,"Intermittent",0,0,1.51646628332462,1,2,12
"1475",1475,"HOUSEHOLD_2_225","X",856,1.07268170426065,0.236288592220895,0.0677570093457944,"Smooth",0,8,12.4556074766355,12,17,45
"1476",1476,"HOUSEHOLD_2_226","X",1913,1.50629921259843,0.325916927635096,0.336121275483534,"Intermittent",0,0,2.64715107161526,2,4,15
"1477",1477,"HOUSEHOLD_2_227","X",1913,1.74543795620438,0.406790743759187,0.427077888133821,"Intermittent",0,0,1.07004704652378,1,2,11
"1478",1478,"HOUSEHOLD_2_228","X",1913,1.11033681765389,0.356985881211038,0.0998431782540512,"Smooth",0,1,3.06220595922635,3,4,13
"1479",1479,"HOUSEHOLD_2_229","X",1679,1.29054573405073,0.302952151975311,0.225134008338297,"Smooth",0,1,2.79154258487195,3,4,19
"1480",1480,"HOUSEHOLD_2_230","X",1560,2.75752212389381,0.502291323192037,0.637820512820513,"Lumpy",0,0,0.620512820512821,0,1,12
"1481",1481,"HOUSEHOLD_2_231","X",1913,1.08878770631759,0.31877603363338,0.0815473078933612,"Smooth",0,1,2.74960794563513,2,4,11
"1482",1482,"HOUSEHOLD_2_232","X",1680,1.24076809453471,0.30818107194627,0.194047619047619,"Smooth",0,2,3.93511904761905,4,6,22
"1483",1483,"HOUSEHOLD_2_233","X",1913,1.42793129200896,0.354944648842947,0.300052273915316,"Intermittent",0,0,1.39257710402509,1,2,10
"1484",1484,"HOUSEHOLD_2_234","X",1913,1.37132616487455,0.350362548514023,0.270778881338212,"Intermittent",0,0,2.29900679560899,2,4,13
"1485",1485,"HOUSEHOLD_2_235","X",1913,1.28217158176944,0.439429688164859,0.220073183481443,"Smooth",0,1,2.30423418714062,2,3,18
"1486",1486,"HOUSEHOLD_2_236","X",1913,1.22785622593068,0.347975084517667,0.185572399372713,"Smooth",0,1,1.8379508625196,2,3,10
"1487",1487,"HOUSEHOLD_2_237","X",1434,1.26121372031662,0.803112855159323,0.207112970711297,"Erratic",0,1,3.0258019525802,2,4,23
"1488",1488,"HOUSEHOLD_2_238","X",1913,1.32939541348158,0.319554488635543,0.247778358599059,"Smooth",0,1,3.37114479874543,3,5,19
"1489",1489,"HOUSEHOLD_2_239","X",1913,1.0047268907563,0.738077573080267,0.00470465237846315,"Erratic",0,7,10.4396236278097,10,13,309
"1490",1490,"HOUSEHOLD_2_240","X",1912,1.45620715917746,0.840915759806956,0.313284518828452,"Lumpy",0,0,3.00836820083682,1,4,23
"1491",1491,"HOUSEHOLD_2_241","X",1913,1.11415259172976,0.408703551084499,0.102456874019864,"Smooth",0,1,3.00888656560376,3,4,16
"1492",1492,"HOUSEHOLD_2_242","X",1913,1.48871595330739,0.411408010257752,0.328280188186095,"Intermittent",0,0,1.44223732357554,1,2,10
"1493",1493,"HOUSEHOLD_2_243","X",1913,1.71262309758281,0.323317370068162,0.416100365917407,"Intermittent",0,0,0.960271824359645,1,1,10
"1494",1494,"HOUSEHOLD_2_244","X",1911,1.21256345177665,0.358814387147061,0.175300889586604,"Smooth",0,1,3.63840920983778,3,6,17
"1495",1495,"HOUSEHOLD_2_245","X",1178,2.36345381526104,0.482527115354851,0.577249575551783,"Intermittent",0,0,0.66213921901528,0,1,9
"1496",1496,"HOUSEHOLD_2_246","X",1913,1.06931246506428,0.335349874613457,0.0648196549921589,"Smooth",0,2,3.06377417668583,3,4,12
"1497",1497,"HOUSEHOLD_2_247","X",1913,1.12927981109799,0.312277916482004,0.114479874542603,"Smooth",0,2,3.65028750653424,3,5,15
"1498",1498,"HOUSEHOLD_2_248","X",584,1.01213171577123,0.36429459513592,0.011986301369863,"Smooth",0,4,8.09246575342466,7,11,34
"1499",1499,"HOUSEHOLD_2_249","X",1911,1.7093023255814,0.452980955980981,0.414965986394558,"Intermittent",0,0,1.20931449502878,1,2,10
"1500",1500,"HOUSEHOLD_2_250","X",1913,1.07230941704036,0.30811491035469,0.0674333507579718,"Smooth",0,3,4.56246732880293,4,6,25
"1501",1501,"HOUSEHOLD_2_251","X",1485,1.08315098468271,0.338816782712307,0.0767676767676768,"Smooth",0,3,5.35420875420875,5,7,26
"1502",1502,"HOUSEHOLD_2_252","X",1694,1.56851851851852,0.356892183257998,0.36245572609209,"Intermittent",0,0,2.04899645808737,2,3,16
"1503",1503,"HOUSEHOLD_2_253","X",1913,1.62393887945671,0.265810261908133,0.38421327757449,"Intermittent",0,0,1.00156821745949,1,2,8
"1504",1504,"HOUSEHOLD_2_254","X",1911,1.89583333333333,0.295421826814966,0.472527472527473,"Intermittent",0,0,0.935112506541078,1,2,7
"1505",1505,"HOUSEHOLD_2_255","X",1913,1.30422919508868,0.358668445256383,0.23366440146367,"Smooth",0,1,1.72556194458965,1,3,9
"1506",1506,"HOUSEHOLD_2_256","X",1913,1.28389261744966,0.284694320027971,0.221118661787768,"Smooth",0,2,5.55880815473079,5,9,31
"1507",1507,"HOUSEHOLD_2_257","X",1913,1.24869451697128,0.309470195558904,0.19916361735494,"Smooth",0,2,4.68740198640878,4,7,19
"1508",1508,"HOUSEHOLD_2_258","X",1897,1.82290664100096,0.331686272319166,0.452293094359515,"Intermittent",0,0,0.970479704797048,1,2,8
"1509",1509,"HOUSEHOLD_2_259","X",1913,1.09002849002849,0.328116500363242,0.0825927861996864,"Smooth",0,2,2.93831677992682,3,4,16
"1510",1510,"HOUSEHOLD_2_260","X",1913,1.3312456506611,0.332912496595988,0.248823836905384,"Smooth",0,1,1.92158912702561,2,3,11
"1511",1511,"HOUSEHOLD_2_261","X",1913,1.48871595330739,0.39389000276371,0.328280188186095,"Intermittent",0,0,2.35964453737585,2,4,16
"1512",1512,"HOUSEHOLD_2_262","X",1913,1.10770121598147,0.246755244546035,0.0972294824882384,"Smooth",0,3,5.42289597490852,5,8,19
"1513",1513,"HOUSEHOLD_2_263","X",843,1.23788546255507,0.354188040348,0.192170818505338,"Smooth",0,1,2.06642941874259,2,3,9
"1514",1514,"HOUSEHOLD_2_264","X",814,1.05577172503243,0.298570529555513,0.0528255528255528,"Smooth",0,2,4.13144963144963,4,6,13
"1515",1515,"HOUSEHOLD_2_265","X",1574,1.09686411149826,0.344888590821353,0.0883100381194409,"Smooth",0,1,2.99745870393901,3,4,12
"1516",1516,"HOUSEHOLD_2_266","X",1126,1.00446030330062,0.245018890022586,0.0044404973357016,"Smooth",0,5,8.09236234458259,8,10,33
"1517",1517,"HOUSEHOLD_2_267","X",1913,1.32755031228314,0.412581003517133,0.246732880292734,"Smooth",0,1,2.66074228959749,2,4,14
"1518",1518,"HOUSEHOLD_2_268","X",1913,1.30848153214774,0.371113786265101,0.23575535807632,"Smooth",0,1,2.84683742812337,2,4,15
"1519",1519,"HOUSEHOLD_2_269","X",1913,1.27959866220736,0.358604275434946,0.218504966021955,"Smooth",0,1,1.76947203345531,1,3,10
"1520",1520,"HOUSEHOLD_2_270","X",1913,1.69441984056687,0.382578588139497,0.409827496079456,"Intermittent",0,0,2.53842132775745,2,4,19
"1521",1521,"HOUSEHOLD_2_271","X",1912,1.56209150326797,0.383158616334648,0.359832635983264,"Intermittent",0,0,1.67154811715481,1,3,10
"1522",1522,"HOUSEHOLD_2_272","X",1032,1.2027972027972,0.34572480283954,0.168604651162791,"Smooth",0,1,2.97480620155039,3,4,13
"1523",1523,"HOUSEHOLD_2_273","X",1913,1.1963727329581,0.3147135812759,0.164140094093048,"Smooth",0,1,3.44380554103502,3,5,16
"1524",1524,"HOUSEHOLD_2_274","X",1912,1.58852867830424,0.358254864929642,0.37081589958159,"Intermittent",0,0,1.19246861924686,1,2,9
"1525",1525,"HOUSEHOLD_2_275","X",1913,1.13936867182847,0.302618474532511,0.122320961840042,"Smooth",0,2,3.63146889702039,3,5,16
"1526",1526,"HOUSEHOLD_2_276","X",1395,1.60529344073648,0.496978676226865,0.377060931899642,"Intermittent",0,0,1.31469534050179,1,2,11
"1527",1527,"HOUSEHOLD_2_277","X",1241,1.20135527589545,0.363942890680641,0.167606768734891,"Smooth",0,1,2.5245769540693,2,4,12
"1528",1528,"HOUSEHOLD_2_278","X",1913,2.65325936199723,0.311891428639988,0.623105070569786,"Intermittent",0,0,0.571353894406691,0,1,7
"1529",1529,"HOUSEHOLD_2_279","X",1672,1.47053649956025,0.488872148913406,0.319976076555024,"Intermittent",0,0,1.82057416267943,1,3,15
"1530",1530,"HOUSEHOLD_2_280","X",854,1.30781010719755,0.35621196852795,0.23536299765808,"Smooth",0,1,2.18384074941452,2,3,10
"1531",1531,"HOUSEHOLD_2_281","X",1913,1.12133645955451,0.344632378979216,0.108207004704652,"Smooth",0,1,3.17668583376895,3,5,13
"1532",1532,"HOUSEHOLD_2_282","X",1913,1.66203301476977,0.422240418456143,0.39832723470988,"Intermittent",0,0,5.31782540512284,3,9,42
"1533",1533,"HOUSEHOLD_2_283","X",1913,1.80131826741996,0.392201789269376,0.444851019341349,"Intermittent",0,0,1.73497124934658,1,3,15
"1534",1534,"HOUSEHOLD_2_284","X",1913,1.11091753774681,0.374654957137153,0.0998431782540512,"Smooth",0,2,4.88395190799791,4,7,21
"1535",1535,"HOUSEHOLD_2_285","X",1913,1.17361963190184,0.402836741067642,0.147935180345008,"Smooth",0,1,2.92995295347622,3,4,14
"1536",1536,"HOUSEHOLD_2_286","X",656,1.08250825082508,0.377147271361683,0.0762195121951219,"Smooth",0,2,3.30030487804878,3,5,17
"1537",1537,"HOUSEHOLD_2_287","X",1913,1.02408993576017,0.287379672853735,0.0235232618923157,"Smooth",0,3,4.57658128593832,4,6,18
"1538",1538,"HOUSEHOLD_2_288","X",1913,1.06100942872989,0.330762491160061,0.0575013068478829,"Smooth",0,2,3.85624673288029,4,5,16
"1539",1539,"HOUSEHOLD_2_289","X",1094,1.67278287461774,0.448062441328412,0.402193784277879,"Intermittent",0,0,5.52833638025594,2,11,30
"1540",1540,"HOUSEHOLD_2_290","X",1907,1.79905660377358,0.325617552088203,0.444153120083901,"Intermittent",0,0,0.947037231253277,1,2,7
"1541",1541,"HOUSEHOLD_2_291","X",1910,1.47262914417887,0.42901174272639,0.320942408376963,"Intermittent",0,0,1.38900523560209,1,2,10
"1542",1542,"HOUSEHOLD_2_292","X",1913,1.47190146266359,0.378027740398454,0.320961840041819,"Intermittent",0,0,1.41714584422373,1,2,9
"1543",1543,"HOUSEHOLD_2_293","X",1913,1.25607353906763,0.354298289058559,0.203868269733403,"Smooth",0,1,1.95818086774699,2,3,9
"1544",1544,"HOUSEHOLD_2_294","X",1883,1.14121212121212,0.653265811211205,0.123738714816782,"Erratic",0,2,10.8258098778545,8,18,50
"1545",1545,"HOUSEHOLD_2_295","X",1913,1.03237992444684,0.290159131746916,0.0313643491897543,"Smooth",0,2,4.27548353371668,4,6,14
"1546",1546,"HOUSEHOLD_2_296","X",1678,1.27217589082638,0.337734823466802,0.213945172824791,"Smooth",0,1,2.61680572109654,2,4,13
"1547",1547,"HOUSEHOLD_2_297","X",1913,1.04137180185084,0.286340316282551,0.0397281756403555,"Smooth",0,2,3.66074228959749,3,5,14
"1548",1548,"HOUSEHOLD_2_298","X",1269,1.02919708029197,0.343318946874733,0.0283687943262411,"Smooth",0,3,4.68951930654058,4,6,16
"1549",1549,"HOUSEHOLD_2_299","X",1913,1.0047268907563,0.198253661991229,0.00470465237846315,"Smooth",0,8,11.8306325143753,11,15,38
"1550",1550,"HOUSEHOLD_2_300","X",1269,1.28441295546559,0.390111227233881,0.221434200157604,"Smooth",0,1,1.94011032308905,2,3,11
"1551",1551,"HOUSEHOLD_2_301","X",1913,1.00737230121116,0.305529893444539,0.00731834814427601,"Smooth",0,6,10.6382645060115,10,14,48
"1552",1552,"HOUSEHOLD_2_302","X",1305,1.27468230694037,0.528237765960722,0.216091954022989,"Erratic",0,1,2.81455938697318,2,4,18
"1553",1553,"HOUSEHOLD_2_303","X",1116,1.28571428571429,0.320845832540349,0.222222222222222,"Smooth",0,1,2.6747311827957,2,4,13
"1554",1554,"HOUSEHOLD_2_304","X",1913,1.91875626880642,0.333597551806324,0.478829064296916,"Intermittent",0,0,0.928384736016728,1,2,9
"1555",1555,"HOUSEHOLD_2_305","X",1913,1.29871011541073,0.33689560921972,0.230005227391532,"Smooth",0,1,2.86408782017773,3,4,13
"1556",1556,"HOUSEHOLD_2_306","X",1901,2.76967930029155,0.415678265835481,0.639137296159916,"Intermittent",0,0,0.820620725933719,0,1,9
"1557",1557,"HOUSEHOLD_2_307","X",848,1.83153347732181,0.310131713189717,0.454009433962264,"Intermittent",0,0,0.938679245283019,1,2,6
"1558",1558,"HOUSEHOLD_2_308","X",1913,1.02904787520172,0.504045936983854,0.0282279142707789,"Erratic",0,3,7.50130684788291,6,11,35
"1559",1559,"HOUSEHOLD_2_309","X",1381,2.13292117465224,0.273275176458556,0.531498913830558,"Intermittent",0,0,0.692251991310644,0,1,6
"1560",1560,"HOUSEHOLD_2_310","X",1913,1.0850822461713,0.3637248716027,0.0784108729743858,"Smooth",0,2,3.14584422373236,3,4,14
"1561",1561,"HOUSEHOLD_2_311","X",1913,1.40558412931668,0.398310715589022,0.28855201254574,"Intermittent",0,0,2.59069524307371,2,4,20
"1562",1562,"HOUSEHOLD_2_312","X",610,1.01666666666667,0.161465477074954,0.0163934426229508,"Smooth",0,7,10.1,10,13,24
"1563",1563,"HOUSEHOLD_2_313","X",975,1.17469879518072,0.401422220735729,0.148717948717949,"Smooth",0,2,4.30051282051282,4,6,25
"1564",1564,"HOUSEHOLD_2_314","X",1455,2.1303074670571,0.820036211872975,0.530584192439863,"Lumpy",0,0,1.16701030927835,0,2,35
"1565",1565,"HOUSEHOLD_2_315","X",1913,1.05866076369673,0.314181673110612,0.0554103502352326,"Smooth",0,2,4.09252483010978,4,6,16
"1566",1566,"HOUSEHOLD_2_316","X",1913,1.06931246506428,0.337987907916154,0.0648196549921589,"Smooth",0,2,3.43544171458442,3,5,13
"1567",1567,"HOUSEHOLD_2_317","X",1913,1.28995279838166,0.514465801506124,0.224777835859906,"Erratic",0,1,1.73026659696811,1,2,31
"1568",1568,"HOUSEHOLD_2_318","X",1234,1.84730538922156,0.421367386850695,0.458670988654781,"Intermittent",0,0,1.06726094003241,1,2,11
"1569",1569,"HOUSEHOLD_2_319","X",1116,1.02857142857143,0.336803031744397,0.0277777777777778,"Smooth",0,3,5.03225806451613,5,7,18
"1570",1570,"HOUSEHOLD_2_320","X",1553,1.26748971193416,0.417180464048815,0.217643271088216,"Smooth",0,1,2.70251126851256,2,4,15
"1571",1571,"HOUSEHOLD_2_321","X",1913,1.28131279303416,0.30473683230395,0.21955044432828,"Smooth",0,1,3.35232618923157,3,5,19
"1572",1572,"HOUSEHOLD_2_322","X",1191,1.02056555269923,0.269459901251609,0.0201511335012594,"Smooth",0,3,5.7120067170445,5,8,18
"1573",1573,"HOUSEHOLD_2_323","X",1257,1.18696883852691,0.462424135897657,0.157517899761337,"Smooth",0,1,3.31742243436754,3,5,24
"1574",1574,"HOUSEHOLD_2_324","X",1913,1.06518105849582,0.335404328825806,0.0616832200731835,"Smooth",0,2,3.38839519079979,3,5,15
"1575",1575,"HOUSEHOLD_2_325","X",1913,1.01593202336697,0.235071274443493,0.0156821745948772,"Smooth",0,3,5.20334553058024,5,7,18
"1576",1576,"HOUSEHOLD_2_326","X",1913,1.2544262295082,0.353792772735516,0.202822791427078,"Smooth",0,1,2.15002613695766,2,3,9
"1577",1577,"HOUSEHOLD_2_327","X",1913,1.20541902961563,0.428420905656739,0.170412963930998,"Smooth",0,1,2.1228437009932,2,3,17
"1578",1578,"HOUSEHOLD_2_328","X",1913,1.25032679738562,0.400020806472245,0.200209095661265,"Smooth",0,1,2.5781495033978,2,4,16
"1579",1579,"HOUSEHOLD_2_329","X",1913,1.04535519125683,0.383997557545779,0.0433873497124935,"Smooth",0,3,4.96288552012546,4,7,21
"1580",1580,"HOUSEHOLD_2_330","X",623,1.23366336633663,0.394269971299314,0.189406099518459,"Smooth",0,1,1.90850722311396,2,3,10
"1581",1581,"HOUSEHOLD_2_331","X",1284,2.09135399673736,0.265526110199207,0.522585669781931,"Intermittent",0,0,0.719626168224299,0,1,6
"1582",1582,"HOUSEHOLD_2_332","X",1913,1.39257101238165,0.330035300310595,0.282279142707789,"Intermittent",0,0,1.88813382122321,2,3,10
"1583",1583,"HOUSEHOLD_2_333","X",1472,1.65393258426966,0.535413346285396,0.395380434782609,"Lumpy",0,0,1.57744565217391,1,2,16
"1584",1584,"HOUSEHOLD_2_334","X",1910,1.35678749111585,0.452795431864308,0.263350785340314,"Intermittent",0,0,1.78638743455497,1,3,12
"1585",1585,"HOUSEHOLD_2_335","X",654,1.11035653650255,0.235765174689432,0.099388379204893,"Smooth",0,4,6.96788990825688,7,10,22
"1586",1586,"HOUSEHOLD_2_336","X",1913,1.08446712018141,0.265164132682721,0.0778881338212232,"Smooth",0,5,9.07788813382122,9,13,34
"1587",1587,"HOUSEHOLD_2_337","X",1913,1.22785622593068,0.319327449728327,0.185572399372713,"Smooth",0,1,2.21275483533717,2,3,11
"1588",1588,"HOUSEHOLD_2_338","X",767,1.12960235640648,0.323360671937185,0.114732724902216,"Smooth",0,1,2.41199478487614,2,3,11
"1589",1589,"HOUSEHOLD_2_339","X",1852,1.52427983539095,0.386045124642214,0.343952483801296,"Intermittent",0,0,1.72624190064795,1,3,17
"1590",1590,"HOUSEHOLD_2_340","X",1442,2.11436950146628,0.893030028487927,0.527045769764216,"Lumpy",0,0,1.5880721220527,0,2,24
"1591",1591,"HOUSEHOLD_2_341","X",1913,1.01270513499206,0.31235314505622,0.0125457396759017,"Smooth",0,4,6.77574490329326,6,9,25
"1592",1592,"HOUSEHOLD_2_342","X",1252,1.01212611156023,0.186357129180715,0.0119808306709265,"Smooth",0,11,15.9321086261981,15,20,56
"1593",1593,"HOUSEHOLD_2_343","X",1138,1.05959031657356,0.322539665738606,0.0562390158172232,"Smooth",0,3,4.73286467486819,4,7,18
"1594",1594,"HOUSEHOLD_2_344","X",1093,1.5547652916074,0.491698777413063,0.356816102470265,"Intermittent",0,0,5.2131747483989,3,9,30
"1595",1595,"HOUSEHOLD_2_345","X",1873,1.2595830531271,0.376299390161902,0.206086492258409,"Smooth",0,1,1.79337960491191,2,3,14
"1596",1596,"HOUSEHOLD_2_346","X",1886,1.60101867572156,0.310324267413984,0.375397667020148,"Intermittent",0,0,5.25662778366914,4,9,25
"1597",1597,"HOUSEHOLD_2_347","X",1913,1.23260309278351,0.400418153122154,0.188708834291688,"Smooth",0,1,3.07893361212755,3,5,26
"1598",1598,"HOUSEHOLD_2_348","X",1913,1.00419947506562,0.203769417328467,0.00418191322530057,"Smooth",0,8,11.6136957658129,11,15,33
"1599",1599,"HOUSEHOLD_2_349","X",1913,1.06159822419534,0.340684796562711,0.0580240460010455,"Smooth",0,3,6.01202300052274,6,8,24
"1600",1600,"HOUSEHOLD_2_350","X",1913,1.02299465240642,0.30151569952292,0.0224777835859906,"Smooth",0,5,8.9749085206482,8,12,31
"1601",1601,"HOUSEHOLD_2_351","X",1913,1.42156133828996,0.367390930886243,0.296915838996341,"Intermittent",0,0,1.56821745948772,1,2,14
"1602",1602,"HOUSEHOLD_2_352","X",1913,1.30313351498638,0.464968483981101,0.232618923157344,"Smooth",0,1,1.83481442760063,1,3,17
"1603",1603,"HOUSEHOLD_2_353","X",1680,1.22448979591837,0.257754612207927,0.183333333333333,"Smooth",0,2,4.96785714285714,5,7,21
"1604",1604,"HOUSEHOLD_2_354","X",1813,1.02545248868778,0.62485494808833,0.0248207391064534,"Erratic",0,5,7.61003861003861,7,10,134
"1605",1605,"HOUSEHOLD_2_355","X",1913,1.08201357466063,0.371193922713236,0.0757971772085729,"Smooth",0,2,3.09879769994773,3,4,16
"1606",1606,"HOUSEHOLD_2_356","X",1913,1.07532321528949,0.340758497224287,0.0700470465237846,"Smooth",0,2,3.26764244641924,3,5,14
